,Seq,m_Seq,Per,u_Per,Type,__Bmag_,u__Bmag_,__Vmag_,u__Vmag_,__Imag_,u__Imag_,FileName,SimbadName,_RA,_DE,Bmag,Vmag,RAJ2000,DEJ2000,distance
230,b'271',b' ',0.632794,b' ',b'RRab',15.997,b' ',15.624,b' ',15.175,b' ',b'v271',b'Cl* NGC 5272 SAW V271',205.55066666666664,28.388499999999997,15.997,15.624,205.55066666666664,28.388499999999997,0.6867870310360937
166,b'188',b' ',0.26652823,b' ',b'RRc',15.944,b' ',15.782,b' ',15.527,b' ',b'v188',b'Cl* NGC 5272 SAW V188',205.54029166666663,28.385180555555554,15.944,15.782,205.54029166666663,28.385180555555554,0.680070244249221
403,b'188',b' ',0.26652823,b' ',b'RRc',15.944,b' ',15.782,b' ',15.527,b' ',b'v188',b'Cl* NGC 5272 SAW V188',205.54029166666663,28.385180555555554,15.944,15.782,205.54029166666663,28.385180555555554,0.680070244249221
146,b'160',b' ',0.65733,b' ',b'RRab',15.82,b' ',15.538,b' ',15.086,b' ',b'v160',b'Cl* NGC 5272 SAW V160',205.54588749999996,28.366474999999998,15.82,15.538,205.54588749999996,28.366474999999998,0.6656391353435094
383,b'160',b' ',0.65733,b' ',b'RRab',15.82,b' ',15.538,b' ',15.086,b' ',b'v160',b'Cl* NGC 5272 SAW V160',205.54588749999996,28.366474999999998,15.82,15.538,205.54588749999996,28.366474999999998,0.6656391353435094
190,b'220',b' ',0.6001119,b' ',b'RRab',15.946,b' ',15.71,b' ',15.197,b' ',b'v220',b'Cl* NGC 5272 SAW V220',205.55900416666665,28.374355555555553,15.946,15.71,205.55900416666665,28.374355555555553,0.6590286788979063
427,b'220',b' ',0.6001119,b' ',b'RRab',15.946,b' ',15.71,b' ',15.197,b' ',b'v220',b'Cl* NGC 5272 SAW V220',205.55900416666665,28.374355555555553,15.946,15.71,205.55900416666665,28.374355555555553,0.6590286788979063
184,b'213',b' ',0.299955,b' ',b'RRc',15.677,b' ',15.501,b' ',15.151,b' ',b'v213',b'Cl* NGC 5272 SAW V213',205.54019999999997,28.370091666666664,15.677,15.501,205.54019999999997,28.370091666666664,0.654884734897732
421,b'213',b' ',0.299955,b' ',b'RRc',15.677,b' ',15.501,b' ',15.151,b' ',b'v213',b'Cl* NGC 5272 SAW V213',205.54019999999997,28.370091666666664,15.677,15.501,205.54019999999997,28.370091666666664,0.654884734897732
154,b'172',b' ',0.5422899,b' ',b'RRab',15.995,b' ',15.741,b' ',15.276,b' ',b'v172',b'Cl* NGC 5272 SAW V172',205.54191249999997,28.385705555555553,15.995,15.741,205.54191249999997,28.385705555555553,0.6387564634606171
391,b'172',b' ',0.5422899,b' ',b'RRab',15.995,b' ',15.741,b' ',15.276,b' ',b'v172',b'Cl* NGC 5272 SAW V172',205.54191249999997,28.385705555555553,15.995,15.741,205.54191249999997,28.385705555555553,0.6387564634606171
139,b'151',b' ',0.5168247,b' ',b'RRab',15.928,b':',15.621,b' ',15.26,b' ',b'v151',b'Cl* NGC 5272 SAW V151',205.5509083333333,28.36693333333333,15.928,15.621,205.5509083333333,28.36693333333333,0.6383818575113229
376,b'151',b' ',0.5168247,b' ',b'RRab',15.928,b':',15.621,b' ',15.26,b' ',b'v151',b'Cl* NGC 5272 SAW V151',205.5509083333333,28.36693333333333,15.928,15.621,205.5509083333333,28.36693333333333,0.6383818575113229
422,b'214',b' ',0.53952,b' ',b'RRab',15.911,b' ',15.706,b' ',15.305,b' ',b'v214',b'Cl* NGC 5272 SAW V214',205.558475,28.380130555555553,15.911,15.706,205.558475,28.380130555555553,0.6273551921439042
185,b'214',b' ',0.53952,b' ',b'RRab',15.911,b' ',15.706,b' ',15.305,b' ',b'v214',b'Cl* NGC 5272 SAW V214',205.558475,28.380130555555553,15.911,15.706,205.558475,28.380130555555553,0.6273551921439042
153,b'171',b' ',0.3033,b' ',b'RRc',15.811,b' ',15.613,b' ',15.427,b' ',b'v171',b'Cl* NGC 5272 SAW V171',205.54004166666664,28.38315555555555,15.811,15.613,205.54004166666664,28.38315555555555,0.6138996229944974
390,b'171',b' ',0.3033,b' ',b'RRc',15.811,b' ',15.613,b' ',15.427,b' ',b'v171',b'Cl* NGC 5272 SAW V171',205.54004166666664,28.38315555555555,15.811,15.613,205.54004166666664,28.38315555555555,0.6138996229944974
399,b'181',b' ',0.6638463,b' ',b'RRab',15.87,b' ',15.528,b' ',,b' ',b'v181',b'Cl* NGC 5272 SAW V181',205.53926666666663,28.373613888888887,15.87,15.528,205.53926666666663,28.373613888888887,0.5913233129573201
162,b'181',b' ',0.6638463,b' ',b'RRab',15.87,b' ',15.528,b' ',,b' ',b'v181',b'Cl* NGC 5272 SAW V181',205.53926666666663,28.373613888888887,15.87,15.528,205.53926666666663,28.373613888888887,0.5913233129573201
437,b'239',b' ',0.503982,b' ',b'RRab',15.815,b' ',15.7,b' ',15.258,b' ',b'v239',b'Cl* NGC 5272 SAW V239',205.54112499999997,28.37108333333333,15.815,15.7,205.54112499999997,28.37108333333333,0.5739971045240968
200,b'239',b' ',0.503982,b' ',b'RRab',15.815,b' ',15.7,b' ',15.258,b' ',b'v239',b'Cl* NGC 5272 SAW V239',205.54112499999997,28.37108333333333,15.815,15.7,205.54112499999997,28.37108333333333,0.5739971045240968
398,b'180',b' ',0.6091004,b' ',b'RRab',16.017,b' ',15.679,b' ',15.336,b' ',b'v180',b'Cl* NGC 5272 SAW V180',205.54112499999997,28.37108333333333,16.017,15.679,205.54112499999997,28.37108333333333,0.5739971045240968
161,b'180',b' ',0.6091004,b' ',b'RRab',16.017,b' ',15.679,b' ',15.336,b' ',b'v180',b'Cl* NGC 5272 SAW V180',205.54112499999997,28.37108333333333,16.017,15.679,205.54112499999997,28.37108333333333,0.5739971045240968
168,b'190',b' ',0.522797,b' ',b'RRab',15.929,b' ',15.683,b' ',15.222,b' ',b'v190',b'Cl* NGC 5272 SAW V190',205.5460958333333,28.386508333333328,15.929,15.683,205.5460958333333,28.386508333333328,0.5711063635612174
405,b'190',b' ',0.522797,b' ',b'RRab',15.929,b' ',15.683,b' ',15.222,b' ',b'v190',b'Cl* NGC 5272 SAW V190',205.5460958333333,28.386508333333328,15.929,15.683,205.5460958333333,28.386508333333328,0.5711063635612174
133,b'145',b' ',0.514488,b' ',b'RRab',15.752,b' ',15.499,b' ',14.96,b' ',b'v145',b'Cl* NGC 5272 SAW V145',205.55709999999996,28.381052777777775,15.752,15.499,205.55709999999996,28.381052777777775,0.5681602536038581
370,b'145',b' ',0.514488,b' ',b'RRab',15.752,b' ',15.499,b' ',14.96,b' ',b'v145',b'Cl* NGC 5272 SAW V145',205.55709999999996,28.381052777777775,15.752,15.499,205.55709999999996,28.381052777777775,0.5681602536038581
206,b'245',b' ',0.2840324,b' ',b'RRc',15.853,b' ',15.689,b' ',15.338,b' ',b'v245',b'Cl* NGC 5272 SAW V245',205.5412333333333,28.38321944444444,15.853,15.689,205.5412333333333,28.38321944444444,0.5593317862523983
443,b'245',b' ',0.2840324,b' ',b'RRc',15.853,b' ',15.689,b' ',15.338,b' ',b'v245',b'Cl* NGC 5272 SAW V245',205.5412333333333,28.38321944444444,15.853,15.689,205.5412333333333,28.38321944444444,0.5593317862523983
187,b'216',b' ',0.3464803,b' ',b'RRc',15.908,b' ',15.667,b' ',15.482,b' ',b'v216',b'Cl* NGC 5272 SAW V216',205.55739999999997,28.37549166666666,15.908,15.667,205.55739999999997,28.37549166666666,0.549580581896864
424,b'216',b' ',0.3464803,b' ',b'RRc',15.908,b' ',15.667,b' ',15.482,b' ',b'v216',b'Cl* NGC 5272 SAW V216',205.55739999999997,28.37549166666666,15.908,15.667,205.55739999999997,28.37549166666666,0.549580581896864
201,b'240',b' ',0.2760172,b' ',b'RRc',15.609,b' ',15.508,b' ',15.043,b' ',b'v240',b'Cl* NGC 5272 SAW V240',205.53941666666665,28.37647222222222,15.609,15.508,205.53941666666665,28.37647222222222,0.5421147514861084
438,b'240',b' ',0.2760172,b' ',b'RRc',15.609,b' ',15.508,b' ',15.043,b' ',b'v240',b'Cl* NGC 5272 SAW V240',205.53941666666665,28.37647222222222,15.609,15.508,205.53941666666665,28.37647222222222,0.5421147514861084
404,b'189',b' ',0.61294,b' ',b'RRab',16.116,b' ',15.687,b' ',15.175,b' ',b'v189',b'Cl* NGC 5272 SAW V189',205.54070416666664,28.372791666666664,16.116,15.687,205.54070416666664,28.372791666666664,0.5352813451835785
167,b'189',b' ',0.61294,b' ',b'RRab',16.116,b' ',15.687,b' ',15.175,b' ',b'v189',b'Cl* NGC 5272 SAW V189',205.54070416666664,28.372791666666664,16.116,15.687,205.54070416666664,28.372791666666664,0.5352813451835785
218,b'256',b' ',0.3180587,b' ',b'RRc',15.894,b' ',15.692,b' ',15.412,b' ',b'v256',b'Cl* NGC 5272 SAW V256',205.5551083333333,28.382952777777774,15.894,15.692,205.5551083333333,28.382952777777774,0.526503944691403
455,b'256',b' ',0.3180587,b' ',b'RRc',15.894,b' ',15.692,b' ',15.412,b' ',b'v256',b'Cl* NGC 5272 SAW V256',205.5551083333333,28.382952777777774,15.894,15.692,205.5551083333333,28.382952777777774,0.526503944691403
442,b'244',b' ',0.5378472,b' ',b'RRab',15.84,b':',15.682,b' ',15.309,b':',b'v244',b'Cl* NGC 5272 SAW V244',205.53998749999997,28.37927222222222,15.84,15.682,205.53998749999997,28.37927222222222,0.5196863345133821
205,b'244',b' ',0.5378472,b' ',b'RRab',15.84,b':',15.682,b' ',15.309,b':',b'v244',b'Cl* NGC 5272 SAW V244',205.53998749999997,28.37927222222222,15.84,15.682,205.53998749999997,28.37927222222222,0.5196863345133821
393,b'174',b' ',0.5913187,b' ',b'RRab',15.988,b' ',15.722,b' ',15.361,b' ',b'v174',b'Cl* NGC 5272 SAW V174',205.54600416666665,28.36906666666666,15.988,15.722,205.54600416666665,28.36906666666666,0.5134349506029361
156,b'174',b' ',0.5913187,b' ',b'RRab',15.988,b' ',15.722,b' ',15.361,b' ',b'v174',b'Cl* NGC 5272 SAW V174',205.54600416666665,28.36906666666666,15.988,15.722,205.54600416666665,28.36906666666666,0.5134349506029361
226,b'266',b' ',0.3424518,b' ',b'RRc',15.834,b' ',15.508,b' ',15.307,b' ',b'v266',b'Cl* NGC 5272 SAW V266',205.54010416666665,28.378830555555552,15.834,15.508,205.54010416666665,28.378830555555552,0.5073464197293374
463,b'266',b' ',0.3424518,b' ',b'RRc',15.834,b' ',15.508,b' ',15.307,b' ',b'v266',b'Cl* NGC 5272 SAW V266',205.54010416666665,28.378830555555552,15.834,15.508,205.54010416666665,28.378830555555552,0.5073464197293374
400,b'184',b' ',0.5312073,b' ',b'RRab',15.948,b' ',15.66,b' ',,b' ',b'v184',b'Cl* NGC 5272 SAW V184',205.54047916666664,28.374466666666663,15.948,15.66,205.54047916666664,28.374466666666663,0.5051818172713765
163,b'184',b' ',0.5312073,b' ',b'RRab',15.948,b' ',15.66,b' ',,b' ',b'v184',b'Cl* NGC 5272 SAW V184',205.54047916666664,28.374466666666663,15.948,15.66,205.54047916666664,28.374466666666663,0.5051818172713765
209,b'248',b' ',0.5097854,b' ',b'RRab',16.042,b' ',15.603,b' ',15.248,b' ',b'v248',b'Cl* NGC 5272 SAW V248',205.54096666666663,28.380722222222218,16.042,15.603,205.54096666666663,28.380722222222218,0.49244658977355965
402,b'187',b' ',0.586257,b' ',b'RRab',16.094,b' ',15.709,b' ',15.269,b' ',b'v187',b'Cl* NGC 5272 SAW V187',205.54096666666663,28.380722222222218,16.094,15.709,205.54096666666663,28.380722222222218,0.49244658977355965
446,b'248',b' ',0.5097854,b' ',b'RRab',16.042,b' ',15.603,b' ',15.248,b' ',b'v248',b'Cl* NGC 5272 SAW V248',205.54096666666663,28.380722222222218,16.042,15.603,205.54096666666663,28.380722222222218,0.49244658977355965
165,b'187',b' ',0.586257,b' ',b'RRab',16.094,b' ',15.709,b' ',15.269,b' ',b'v187',b'Cl* NGC 5272 SAW V187',205.54096666666663,28.380722222222218,16.094,15.709,205.54096666666663,28.380722222222218,0.49244658977355965
169,b'191',b' ',0.519206,b' ',b'RRab',15.926,b':',15.702,b' ',15.321,b' ',b'v191',b'Cl* NGC 5272 SAW V191',205.54913749999997,28.385055555555553,15.926,15.702,205.54913749999997,28.385055555555553,0.46871671573653273
406,b'191',b' ',0.519206,b' ',b'RRab',15.926,b':',15.702,b' ',15.321,b' ',b'v191',b'Cl* NGC 5272 SAW V191',205.54913749999997,28.385055555555553,15.926,15.702,205.54913749999997,28.385055555555553,0.46871671573653273
193,b'223',b' ',0.3291883,b' ',b'RRc',15.811,b' ',15.576,b' ',15.284,b' ',b'v223',b'Cl* NGC 5272 SAW V223',205.5561833333333,28.37672222222222,15.811,15.576,205.5561833333333,28.37672222222222,0.46722722927523563
430,b'223',b' ',0.3291883,b' ',b'RRc',15.811,b' ',15.576,b' ',15.284,b' ',b'v223',b'Cl* NGC 5272 SAW V223',205.5561833333333,28.37672222222222,15.811,15.576,205.5561833333333,28.37672222222222,0.46722722927523563
409,b'195',b' ',0.64408,b' ',b'RRab',15.953,b' ',15.606,b' ',15.169,b':',b'v195',b'Cl* NGC 5272 SAW V195',205.54472916666663,28.37049722222222,15.953,15.606,205.54472916666663,28.37049722222222,0.4630434712626914
172,b'195',b' ',0.64408,b' ',b'RRab',15.953,b' ',15.606,b' ',15.169,b':',b'v195',b'Cl* NGC 5272 SAW V195',205.54472916666663,28.37049722222222,15.953,15.606,205.54472916666663,28.37049722222222,0.4630434712626914
203,b'242',b' ',0.5964335,b' ',b'RRab',15.993,b' ',15.576,b' ',,b' ',b'v242',b'Cl* NGC 5272 SAW V242',205.55500416666663,28.373377777777772,15.993,15.576,205.55500416666663,28.373377777777772,0.45933467785073495
440,b'242',b' ',0.5964335,b' ',b'RRab',15.993,b' ',15.576,b' ',,b' ',b'v242',b'Cl* NGC 5272 SAW V242',205.55500416666663,28.373377777777772,15.993,15.576,205.55500416666663,28.373377777777772,0.45933467785073495
174,b'200',b' ',0.3610002,b' ',b'RRd',15.934,b' ',15.561,b' ',15.035,b' ',b'v200',b'Cl* NGC 5272 SAW V200',205.54709166666663,28.384513888888886,15.934,15.561,205.54709166666663,28.384513888888886,0.4414239577149162
411,b'200',b' ',0.3610002,b' ',b'RRd',15.934,b' ',15.561,b' ',15.035,b' ',b'v200',b'Cl* NGC 5272 SAW V200',205.54709166666663,28.384513888888886,15.934,15.561,205.54709166666663,28.384513888888886,0.4414239577149162
145,b'159',b' ',0.53389,b' ',b'RRab',15.678,b' ',15.38,b' ',14.903,b' ',b'v159',b'Cl* NGC 5272 SAW V159',205.5440458333333,28.382991666666662,15.678,15.38,205.5440458333333,28.382991666666662,0.4316489065207232
382,b'159',b' ',0.53389,b' ',b'RRab',15.678,b' ',15.38,b' ',14.903,b' ',b'v159',b'Cl* NGC 5272 SAW V159',205.5440458333333,28.382991666666662,15.678,15.38,205.5440458333333,28.382991666666662,0.4316489065207232
204,b'243',b' ',0.634627,b' ',b'RRab',15.891,b' ',15.629,b' ',15.007,b' ',b'v243',b'Cl* NGC 5272 SAW V243',205.5516833333333,28.37112222222222,15.891,15.629,205.5516833333333,28.37112222222222,0.41809607003302746
441,b'243',b' ',0.634627,b' ',b'RRab',15.891,b' ',15.629,b' ',15.007,b' ',b'v243',b'Cl* NGC 5272 SAW V243',205.5516833333333,28.37112222222222,15.891,15.629,205.5516833333333,28.37112222222222,0.41809607003302746
460,b'261',b' ',0.4448913,b' ',b'RRc(?)',15.413,b' ',15.187,b' ',15.107,b' ',b'v261',b'Cl* NGC 5272 SAW V261',205.54199999999997,28.377888888888886,15.413,15.187,205.54199999999997,28.377888888888886,0.3867066982169047
223,b'261',b' ',0.4448913,b' ',b'RRc(?)',15.413,b' ',15.187,b' ',15.107,b' ',b'v261',b'Cl* NGC 5272 SAW V261',205.54199999999997,28.377888888888886,15.413,15.187,205.54199999999997,28.377888888888886,0.3867066982169047
210,b'249',b' ',0.5330032,b' ',b'RRab',15.879,b' ',15.64,b' ',15.123,b' ',b'v249',b'Cl* NGC 5272 SAW V249',205.5429583333333,28.38005555555555,15.879,15.64,205.5429583333333,28.38005555555555,0.3674552858680145
447,b'249',b' ',0.5330032,b' ',b'RRab',15.879,b' ',15.64,b' ',15.123,b' ',b'v249',b'Cl* NGC 5272 SAW V249',205.5429583333333,28.38005555555555,15.879,15.64,205.5429583333333,28.38005555555555,0.3674552858680145
171,b'194',b' ',0.4892,b' ',b'RRab',15.772,b':',15.628,b' ',15.255,b' ',b'v194',b'Cl* NGC 5272 SAW V194',205.5539333333333,28.375086111111106,15.772,15.628,205.5539333333333,28.375086111111106,0.35618458759926885
408,b'194',b' ',0.4892,b' ',b'RRab',15.772,b':',15.628,b' ',15.255,b' ',b'v194',b'Cl* NGC 5272 SAW V194',205.5539333333333,28.375086111111106,15.772,15.628,205.5539333333333,28.375086111111106,0.35618458759926885
449,b'250',b's',0.5861391,b' ',b'RRab',15.743,b' ',15.49,b' ',15.344,b' ',b'v250n+s',b'Cl* NGC 5272 SAW V250s',205.54391666666663,28.381138888888884,15.743,15.49,205.54391666666663,28.381138888888884,0.35576603329371215
212,b'250',b's',0.5861391,b' ',b'RRab',15.743,b' ',15.49,b' ',15.344,b' ',b'v250n+s',b'Cl* NGC 5272 SAW V250s',205.54391666666663,28.381138888888884,15.743,15.49,205.54391666666663,28.381138888888884,0.35576603329371215
